No,Card,CardNumber,ExpectedGrade,SearchQuery,MatchedName,MatchedSet,Printing,TCGPlayerId,CardNum,MarketPrice,Selected
82,Arcanine,H2/H32,9,Arcanine,Arcanine,XY - Evolutions,Normal,124031,18/108,0.32,N
82,Arcanine,H2/H32,9,Arcanine,Hisuian Arcanine V (Full Art),SWSH12: Silver Tempest,Holofoil,451827,179/195,2.72,N
82,Arcanine,H2/H32,9,Arcanine,Arcanine,Sandstorm,Normal,83579,15/100,6.11,N
82,Arcanine,H2/H32,9,Arcanine,Arcanine G,Supreme Victors,Normal,83591,15,10.61,N
82,Arcanine,H2/H32,9,Arcanine,Arcanine (13),Next Destinies,Normal,83589,13/99,0.93,N
82,Arcanine,H2/H32,9,Arcanine,Arcanine (12),Next Destinies,Normal,83588,12/99,2.64,N
82,Arcanine,H2/H32,9,Arcanine,Arcanine - 12/99 (Prerelease) [Staff],Black and White Promos,Holofoil,230422,12/99,199.99,N
82,Arcanine,H2/H32,9,Arcanine,Arcanine - 12/99 (Prerelease),Black and White Promos,Holofoil,230421,12/99,47.16,N
82,Arcanine,H2/H32,9,Arcanine,Arcanine,XY - BREAKpoint,Normal,111514,11/122,0.45,N
82,Arcanine,H2/H32,9,Arcanine,Hisuian Arcanine,SV06: Twilight Masquerade,Holofoil,550144,100/167,0.13,N
82,Arcanine,H2/H32,9,Arcanine,Hisuian Arcanine - 100/167 (Cosmos Holo),Blister Exclusives,Holofoil,616142,100/167,2.13,N
82,Arcanine,H2/H32,9,Arcanine,Arcanine,HeartGold SoulSilver,Holofoil,83586,1/123,46.05,N
82,Arcanine,H2/H32,9,Arcanine,Arcanine,EX Trainer Kit 2: Plusle & Minun,Normal,83583,1/12,6.4,N
82,Arcanine,H2/H32,9,Arcanine,Arcanine,Rising Rivals,Holofoil,83585,1/111,35.79,N
82,Arcanine,H2/H32,9,Arcanine,Hisuian Arcanine V,Prize Pack Series Cards,Holofoil,513782,090/195,17.19,N
82,Arcanine,H2/H32,9,Arcanine,Hisuian Arcanine V,SWSH12: Silver Tempest,Holofoil,451744,090/195,0.8,N
82,Arcanine,H2/H32,9,Arcanine,Hisuian Arcanine,Prize Pack Series Cards,Normal,515388,084/196,0.32,N
82,Arcanine,H2/H32,9,Arcanine,Hisuian Arcanine - 084/196,Deck Exclusives,Normal,449535,084/196,0.16,N
82,Arcanine,H2/H32,9,Arcanine,Hisuian Arcanine,SWSH11: Lost Origin,Holofoil,283968,084/196,0.2,N
82,Arcanine,H2/H32,9,Arcanine,Hisuian Arcanine,SWSH10: Astral Radiance,Normal,272272,071/189,0.15,N
82,Arcanine,H2/H32,9,Arcanine,Arcanine,WoTC Promo,Normal,83578,06/53,21.75,N
82,Arcanine,H2/H32,9,Arcanine,Arcanine,SV: Scarlet & Violet 151,Normal,516248,059/165,0.14,N
82,Arcanine,H2/H32,9,Arcanine,Arcanine,Legendary Collection,Normal,83581,036/110,4.13,N
82,Arcanine,H2/H32,9,Arcanine,Arcanine,SWSH08: Fusion Strike,Normal,253130,033/264,0.21,N
82,Arcanine,H2/H32,9,Arcanine,Arcanine,Base Set 2,Normal,42472,033/130,1.73,N
82,Arcanine,H2/H32,9,Arcanine,Arcanine ex - 032/198,SV01: Scarlet & Violet Base Set,Holofoil,487872,032/198,0.72,N
82,Arcanine,H2/H32,9,Arcanine,Arcanine,SWSH02: Rebel Clash,Normal,213104,028/192,0.4,N
82,Arcanine,H2/H32,9,Arcanine,Arcanine,SV10: Destined Rivals,Normal,632851,028/182,0.1,N
82,Arcanine,H2/H32,9,Arcanine,Arcanine,Base Set,Normal,42364,023/102,2.67,N
82,Arcanine,H2/H32,9,Arcanine,Arcanine,Base Set (Shadowless),1st Edition,107018,023/102,97.15,N
82,Arcanine,H2/H32,9,Arcanine,Arcanine - 22/214 (Cosmos Holo),Blister Exclusives,Holofoil,243855,022/214,10.44,N
82,Arcanine,H2/H32,9,Arcanine,Arcanine,SWSH12: Silver Tempest,Normal,451651,020/195,0.16,N
82,Arcanine,H2/H32,9,Arcanine,Arcanine G - 15/147,Deck Exclusives,Holofoil,95826,015/147,6.68,N
82,Arcanine,H2/H32,9,Arcanine,Arcanine G - 15/147 (League Promo),League & Championship Cards,Reverse Holofoil,153233,015/147,11.96,N
82,Arcanine,H2/H32,9,Arcanine,Light Arcanine,Neo Destiny,1st Edition Holofoil,86734,012/105,650,N
82,Arcanine,H2/H32,9,Arcanine,Arcanine - 011,SV: Scarlet & Violet Promo Cards,Holofoil,491186,011,1.04,N
83,Dark Venusaur,1,9,Dark Venusaur,Dark Venusaur - 7,Best of Promos,Normal,84666,007/009,,Y
84,Xatu,H32/H32,9/10,Xatu,Xatu (H32),Skyridge,Holofoil,90658,H32/H32,200,Y
84,Xatu,H32/H32,9/10,Xatu,Xatu,SM - Lost Thunder,Normal,178899,88/214,0.16,N
84,Xatu,H32/H32,9/10,Xatu,Xatu,SM - Cosmic Eclipse,Normal,201254,79/236,0.26,N
84,Xatu,H32/H32,9/10,Xatu,Xatu,Legendary Treasures,Normal,90667,56/113,0.3,N
84,Xatu,H32/H32,9/10,Xatu,Xatu,Sandstorm,Normal,90662,55/100,1,N
84,Xatu,H32/H32,9/10,Xatu,Xatu,EX Battle Stadium,Normal,125153,55,1.27,N
84,Xatu,H32/H32,9/10,Xatu,Xatu,Neo Discovery,1st Edition,90660,52/75,1.69,N
84,Xatu,H32/H32,9/10,Xatu,Xatu,Unseen Forces,Normal,90664,49/115,0.49,N
84,Xatu,H32/H32,9/10,Xatu,Xatu,Secret Wonders,Normal,90665,44/132,0.85,N
84,Xatu,H32/H32,9/10,Xatu,Xatu,XY - Roaring Skies,Normal,98065,29/108,0.23,N
84,Xatu,H32/H32,9/10,Xatu,Xatu,Deoxys,Normal,90663,29/107,3.11,N
84,Xatu,H32/H32,9/10,Xatu,Xatu (Delta Species),Dragon Frontiers,Normal,90668,25/101,1.62,N
84,Xatu,H32/H32,9/10,Xatu,Xatu - 152/091,SV: Paldean Fates,Holofoil,534646,152/091,1.55,N
84,Xatu,H32/H32,9/10,Xatu,Xatu,Unleashed,Holofoil,90666,11/95,2.49,N
84,Xatu,H32/H32,9/10,Xatu,Xatu - 11/95 (Cracked Ice Holo),Blister Exclusives,Holofoil,565598,11/95,4.75,N
84,Xatu,H32/H32,9/10,Xatu,Xatu,SWSH02: Rebel Clash,Normal,213163,077/192,0.11,N
84,Xatu,H32/H32,9/10,Xatu,Xatu - 072/182 (Non-Holo),Deck Exclusives,Normal,528428,072/182,0.25,N
84,Xatu,H32/H32,9/10,Xatu,Xatu,Prize Pack Series Cards,Normal,577583,072/182,0.18,N
84,Xatu,H32/H32,9/10,Xatu,Xatu,SV04: Paradox Rift,Holofoil,523725,072/182,0.17,N
84,Xatu,H32/H32,9/10,Xatu,Xatu - 059 (Prerelease) [Staff],SV: Scarlet & Violet Promo Cards,Holofoil,548554,059,20.52,N
84,Xatu,H32/H32,9/10,Xatu,Xatu - 059 (Prerelease),SV: Scarlet & Violet Promo Cards,Holofoil,526590,059,1.73,N
84,Xatu,H32/H32,9/10,Xatu,Xatu,Neo Genesis,1st Edition,90661,052/111,2.06,N
84,Xatu,H32/H32,9/10,Xatu,Xatu (35),Skyridge,Normal,90659,035/144,5.56,N
84,Xatu,H32/H32,9/10,Xatu,Xatu,Pokemon GO,Normal,276969,033/078,0.12,N
84,Xatu,H32/H32,9/10,Xatu,Xatu - 026/091,SV: Paldean Fates,Holofoil,534171,026/091,0.13,N
85,Typhlosion,28/165,7,Typhlosion,Hisuian Typhlosion V - SWSH237,SWSH: Sword & Shield Promo Cards,Holofoil,275167,SWSH237,0.89,N
85,Typhlosion,28/165,7,Typhlosion,Typhlosion - SM185,SM Promos,Holofoil,189758,SM185,5.51,N
85,Typhlosion,28/165,7,Typhlosion,Typhlosion (Prime) - HGSS09,HGSS Promos,Holofoil,90108,HGSS09,48.61,N
85,Typhlosion,28/165,7,Typhlosion,Typhlosion ex,Sandstorm,Holofoil,90111,99/100,159.21,N
85,Typhlosion,28/165,7,Typhlosion,Typhlosion,SM - Lost Thunder,Holofoil,178845,42/214,10.02,N
85,Typhlosion,28/165,7,Typhlosion,Typhlosion,Call of Legends,Normal,90109,35/95,4.54,N
85,Typhlosion,28/165,7,Typhlosion,Typhlosion,HeartGold SoulSilver,Normal,90106,32/123,8.53,N
85,Typhlosion,28/165,7,Typhlosion,Typhlosion,XY - BREAKthrough,Holofoil,107139,20/162,4.62,N
85,Typhlosion,28/165,7,Typhlosion,Hisuian Typhlosion VSTAR (Secret),SWSH10: Astral Radiance,Holofoil,272447,193/189,11.31,N
85,Typhlosion,28/165,7,Typhlosion,Ethan's Typhlosion - 190/182,SV10: Destined Rivals,Holofoil,632990,190/182,25.68,N
85,Typhlosion,28/165,7,Typhlosion,Typhlosion,Unseen Forces,Holofoil,90103,17/115,94.95,N
85,Typhlosion,28/165,7,Typhlosion,Hisuian Typhlosion V (Full Art),SWSH10: Astral Radiance,Holofoil,272709,169/189,4.98,N
85,Typhlosion,28/165,7,Typhlosion,Typhlosion,Mysterious Treasures,Holofoil,90105,16/123,19.95,N
85,Typhlosion,28/165,7,Typhlosion,Typhlosion (Delta Species),Dragon Frontiers,Holofoil,90110,12/101,50.06,N
85,Typhlosion,28/165,7,Typhlosion,Typhlosion - 2011 (Christopher Kan),World Championship Decks,Normal,480514,110/123,6.22,N
85,Typhlosion,28/165,7,Typhlosion,Typhlosion (Prime),HeartGold SoulSilver,Holofoil,90107,110/123,46.61,N
85,Typhlosion,28/165,7,Typhlosion,Typhlosion ex,Unseen Forces,Holofoil,90112,110/115,133.28,N
85,Typhlosion,28/165,7,Typhlosion,Typhlosion (65),Expedition,Normal,90102,065/165,22.39,N
85,Typhlosion,28/165,7,Typhlosion,Typhlosion (64),Expedition,Normal,90101,064/165,43.55,N
85,Typhlosion,28/165,7,Typhlosion,Hisuian Typhlosion VSTAR,SWSH10: Astral Radiance,Holofoil,272255,054/189,1.62,N
85,Typhlosion,28/165,7,Typhlosion,Hisuian Typhlosion V,SWSH10: Astral Radiance,Holofoil,272254,053/189,1.08,N
85,Typhlosion,28/165,7,Typhlosion,Hisuian Typhlosion - 052/189 (GameStop Exclusive),Miscellaneous Cards & Products,Holofoil,274412,052/189,2.4,N
85,Typhlosion,28/165,7,Typhlosion,Hisuian Typhlosion,SWSH10: Astral Radiance,Holofoil,272253,052/189,0.32,N
85,Typhlosion,28/165,7,Typhlosion,Ethan's Typhlosion (Non-holo),Deck Exclusives,Normal,637651,034/182,0.35,N
85,Typhlosion,28/165,7,Typhlosion,Ethan's Typhlosion (Prerelease) [Staff],Miscellaneous Cards & Products,Holofoil,634336,034/182,97.82,N
85,Typhlosion,28/165,7,Typhlosion,Ethan's Typhlosion (Prerelease),Miscellaneous Cards & Products,Holofoil,633107,034/182,9.04,N
85,Typhlosion,28/165,7,Typhlosion,Ethan's Typhlosion,SV10: Destined Rivals,Holofoil,630809,034/182,0.3,N
85,Typhlosion,28/165,7,Typhlosion,Ethan's Typhlosion,Prize Pack Series Cards,Normal,671553,034/182,0.97,N
85,Typhlosion,28/165,7,Typhlosion,Typhlosion - 034 (Epic Collection Value Boxes),Nintendo Promos,Holofoil,90104,034,30.65,N
85,Typhlosion,28/165,7,Typhlosion,Typhlosion - 32/123 (Cracked Ice Holo),Deck Exclusives,Holofoil,153262,032/123,14.33,N
85,Typhlosion,28/165,7,Typhlosion,Typhlosion - 32/123 (Cosmos Holo),Deck Exclusives,Holofoil,125038,032/123,17.84,N
85,Typhlosion,28/165,7,Typhlosion,Typhlosion (28),Expedition,Holofoil,90100,028/165,101,Y
85,Typhlosion,28/165,7,Typhlosion,Typhlosion - 20/162 (Cosmos Holo),Blister Exclusives,Holofoil,141255,020/162,5.86,N
85,Typhlosion,28/165,7,Typhlosion,Typhlosion (18),Neo Genesis,1st Edition Holofoil,90099,018/111,212.37,N
85,Typhlosion,28/165,7,Typhlosion,Typhlosion - 17/115 (EX Unseen Forces),Deck Exclusives,Normal,97709,017/115,11.87,N
85,Typhlosion,28/165,7,Typhlosion,Typhlosion (17),Neo Genesis,1st Edition Holofoil,90098,017/111,322.33,N
85,Typhlosion,28/165,7,Typhlosion,Dark Typhlosion,Neo Destiny,1st Edition Holofoil,84659,010/105,296.99,N
85,Typhlosion,28/165,7,Typhlosion,Code Card - Divergent Powers Tin [Hisuian Typhlosion V],Miscellaneous Cards & Products,Normal,277669,,0.04,N
86,Nidoqueen,H21/H32,9/10,Nidoqueen,Nidoqueen - SM160 (Prerelease) [Staff],SM Promos,Holofoil,183971,SM160,35.38,N
86,Nidoqueen,H21/H32,9/10,Nidoqueen,Nidoqueen - SM160 (Prerelease),SM Promos,Holofoil,183970,SM160,9.02,N
86,Nidoqueen,H21/H32,9/10,Nidoqueen,Nidoqueen (H21),Skyridge,Holofoil,87703,H21/H32,96.95,Y
86,Nidoqueen,H21/H32,9/10,Nidoqueen,Nidoqueen,FireRed & LeafGreen,Holofoil,87707,9/112,24.5,N
86,Nidoqueen,H21/H32,9/10,Nidoqueen,Nidoqueen - 2005 (Jeremy Maron),World Championship Decks,Normal,477557,9/112,4.24,N
86,Nidoqueen,H21/H32,9/10,Nidoqueen,Nidoqueen (Delta Species),Dragon Frontiers,Holofoil,87712,7/101,23.04,N
86,Nidoqueen,H21/H32,9/10,Nidoqueen,Nidoqueen (Omega),XY - Primal Clash,Normal,95967,69/160,1.9,N
86,Nidoqueen,H21/H32,9/10,Nidoqueen,Nidoqueen,XY - Primal Clash,Normal,95966,68/160,0.41,N
86,Nidoqueen,H21/H32,9/10,Nidoqueen,Nidoqueen,SM - Team Up,Normal,183834,56/181,0.69,N
86,Nidoqueen,H21/H32,9/10,Nidoqueen,Nidoqueen,Plasma Freeze,Normal,87711,42/116,1.01,N
86,Nidoqueen,H21/H32,9/10,Nidoqueen,Nidoqueen,Mysterious Treasures,Normal,87708,31/123,1.53,N
86,Nidoqueen,H21/H32,9/10,Nidoqueen,Nidoqueen - 2009 (Jason Martinez),World Championship Decks,Normal,479927,30/111,2.42,N
86,Nidoqueen,H21/H32,9/10,Nidoqueen,Nidoqueen,Rising Rivals,Normal,87709,30/111,3.84,N
86,Nidoqueen,H21/H32,9/10,Nidoqueen,Nidoqueen - 2009 (David Cohen),World Championship Decks,Normal,479929,30/111,3,N
86,Nidoqueen,H21/H32,9/10,Nidoqueen,Nidoqueen,Triumphant,Normal,87710,28/102,1.04,N
86,Nidoqueen,H21/H32,9/10,Nidoqueen,Nidoqueen (23),Jungle,1st Edition,106985,23/64,14.31,N
86,Nidoqueen,H21/H32,9/10,Nidoqueen,Team Rocket's Nidoqueen,SV10: Destined Rivals,Normal,632924,116/182,0.11,N
86,Nidoqueen,H21/H32,9/10,Nidoqueen,Nidoqueen (7),Jungle,1st Edition Holofoil,45133,07/64,95.2,N
86,Nidoqueen,H21/H32,9/10,Nidoqueen,Nidoqueen,Legendary Collection,Normal,87706,032/110,9.27,N
86,Nidoqueen,H21/H32,9/10,Nidoqueen,Nidoqueen,SV: Scarlet & Violet 151,Normal,516004,031/165,0.09,N
86,Nidoqueen,H21/H32,9/10,Nidoqueen,Giovanni's Nidoqueen,Gym Challenge,1st Edition,85719,023/132,19.64,N
86,Nidoqueen,H21/H32,9/10,Nidoqueen,Nidoqueen (22),Skyridge,Normal,87704,022/144,30.07,N
86,Nidoqueen,H21/H32,9/10,Nidoqueen,Nidoqueen,Base Set 2,Holofoil,42453,012/130,24.13,N
87,Golem,148/144,9,Golem,Golem ex,Dragon,Holofoil,85831,91/97,65.99,N
87,Golem,148/144,9,Golem,Golem,SM - Unbroken Bonds,Holofoil,189188,89/214,0.53,N
87,Golem,148/144,9,Golem,Golem,Legend Maker,Holofoil,85827,6/92,8.37,N
87,Golem,148/144,9,Golem,Golem,Dragon,Holofoil,85826,5/97,48.57,N
87,Golem,148/144,9,Golem,Golem,XY - Flashfire,Normal,91180,47/106,0.58,N
87,Golem,148/144,9,Golem,Golem EX,Generations,Holofoil,113704,46/83,1.86,N
87,Golem,148/144,9,Golem,Golem,Generations,Holofoil,113703,45/83,1.46,N
87,Golem,148/144,9,Golem,Alolan Golem,SM - Guardians Rising,Holofoil,130944,42/145,0.58,N
87,Golem,148/144,9,Golem,Alolan Golem,SM - Team Up,Normal,183810,37/181,0.37,N
87,Golem,148/144,9,Golem,Golem,Fossil,1st Edition,44438,36/62,8.04,N
87,Golem,148/144,9,Golem,Golem,Hidden Fates,Normal,197679,35/68,0.18,N
87,Golem,148/144,9,Golem,Alolan Golem GX,SM - Crimson Invasion,Holofoil,149057,34/111,1.6,N
87,Golem,148/144,9,Golem,Golem,Secret Wonders,Normal,85828,29/132,1.92,N
87,Golem,148/144,9,Golem,Golem E4,Rising Rivals,Normal,85830,23/111,1.39,N
87,Golem,148/144,9,Golem,Golem,Arceus,Normal,85829,19/99,1.51,N
87,Golem,148/144,9,Golem,Golem ex - 189/165,SV: Scarlet & Violet 151,Holofoil,517021,189/165,5.11,N
87,Golem,148/144,9,Golem,Golem,Skyridge,Holofoil,85825,148/144,359.99,Y
87,Golem,148/144,9,Golem,Golem,SWSH08: Fusion Strike,Normal,253342,137/264,0.21,N
87,Golem,148/144,9,Golem,Alolan Golem GX (Secret),SM - Crimson Invasion,Holofoil,149129,113/111,9.92,N
87,Golem,148/144,9,Golem,Alolan Golem GX (Full Art),SM - Crimson Invasion,Holofoil,149128,102/111,4.54,N
87,Golem,148/144,9,Golem,Golem ex - 076/165,SV: Scarlet & Violet 151,Holofoil,516574,076/165,0.85,N
87,Golem,148/144,9,Golem,Golem (49),Expedition,Normal,85824,049/165,7.74,N
87,Golem,148/144,9,Golem,Alolan Golem,SV09: Journey Together,Normal,623473,046/159,0.05,N
87,Golem,148/144,9,Golem,Alolan Golem - 42/145 (Cosmos Holo),Blister Exclusives,Holofoil,173100,042/145,1.96,N
87,Golem,148/144,9,Golem,Golem,Legendary Collection,Normal,85822,024/110,3.57,N
87,Golem,148/144,9,Golem,Brock's Golem,Gym Heroes,1st Edition,83967,020/132,26.23,N
87,Golem,148/144,9,Golem,Golem (14),Expedition,Holofoil,85821,014/165,48.11,N
87,Golem,148/144,9,Golem,Golem - 6/92 (Regional Championships),League & Championship Cards,Normal,251240,006/092,19.75,N
88,Blissey,6/147,8,Blissey,Blissey (H6),Aquapolis,Holofoil,83920,H06/H32,119.99,N
88,Blissey,6/147,8,Blissey,Blissey,Aquapolis,Normal,83919,006/147,5.02,Y
89,Scizor,H21/H32,9/10,Scizor,Scizor GX,Hidden Fates: Shiny Vault,Holofoil,197826,SV72/SV94,59.86,N
89,Scizor,H21/H32,9/10,Scizor,Scizor (H21),Aquapolis,Holofoil,88957,H21/H32,180.99,Y
89,Scizor,H21/H32,9/10,Scizor,Scizor,Boundaries Crossed,Holofoil,88965,94/149,7.7,N
89,Scizor,H21/H32,9/10,Scizor,Scizor GX,SM - Celestial Storm,Holofoil,170912,90/168,5.68,N
89,Scizor,H21/H32,9/10,Scizor,Scizor (Prime),Undaunted,Holofoil,88964,84/90,52.39,N
89,Scizor,H21/H32,9/10,Scizor,M Scizor EX,XY - BREAKpoint,Holofoil,111565,77/122,20.46,N
89,Scizor,H21/H32,9/10,Scizor,Scizor EX,XY - BREAKpoint,Holofoil,111563,76/122,2.92,N
89,Scizor,H21/H32,9/10,Scizor,Scizor,Undaunted,Holofoil,88963,7/90,28.31,N
89,Scizor,H21/H32,9/10,Scizor,Scizor E4,Rising Rivals,Normal,88966,48/111,1.62,N
89,Scizor,H21/H32,9/10,Scizor,Scizor,WoTC Promo,Normal,88960,33/53,15.48,N
89,Scizor,H21/H32,9/10,Scizor,Scizor (29),Neo Discovery,1st Edition,88958,29/75,29.68,N
89,Scizor,H21/H32,9/10,Scizor,Scizor,Majestic Dawn,Normal,88961,29/100,8.62,N
89,Scizor,H21/H32,9/10,Scizor,Scizor - 2008 (Tristan Robinson),World Championship Decks,Normal,479819,29/100,4.71,N
89,Scizor,H21/H32,9/10,Scizor,Scizor,Stormfront,Normal,88962,25/100,3.63,N
89,Scizor,H21/H32,9/10,Scizor,Scizor - 205/197,SV03: Obsidian Flames,Holofoil,509952,205/197,10.53,N
89,Scizor,H21/H32,9/10,Scizor,Scizor ex - 195/162,SV05: Temporal Forces,Holofoil,542916,195/162,2.66,N
89,Scizor,H21/H32,9/10,Scizor,Scizor VMAX (Secret),SWSH03: Darkness Ablaze,Holofoil,219319,193/189,10.2,N
89,Scizor,H21/H32,9/10,Scizor,Scizor,SV: Paldean Fates,Holofoil,535149,191/091,6.25,N
89,Scizor,H21/H32,9/10,Scizor,Scizor V (Full Art),SWSH03: Darkness Ablaze,Holofoil,219305,183/189,3.51,N
89,Scizor,H21/H32,9/10,Scizor,Scizor GX (Secret),SM - Celestial Storm,Holofoil,170914,175/168,55.09,N
89,Scizor,H21/H32,9/10,Scizor,Scizor GX (Full Art),SM - Celestial Storm,Holofoil,170913,158/168,30,N
89,Scizor,H21/H32,9/10,Scizor,Scizor - 141/197 (Pokemon Gym Promo),Miscellaneous Cards & Products,Holofoil,629880,141/197,2.3,N
89,Scizor,H21/H32,9/10,Scizor,Scizor - 141/197 (Cosmos Holo),Miscellaneous Cards & Products,Holofoil,599650,141/197,3.52,N
89,Scizor,H21/H32,9/10,Scizor,Scizor,SV03: Obsidian Flames,Holofoil,509919,141/197,0.13,N
89,Scizor,H21/H32,9/10,Scizor,Scizor,SWSH02: Rebel Clash,Normal,213224,128/192,0.3,N
89,Scizor,H21/H32,9/10,Scizor,Scizor,SM - Lost Thunder,Holofoil,178941,126/214,2.15,N
89,Scizor,H21/H32,9/10,Scizor,M Scizor EX (Full Art),XY - BREAKpoint,Holofoil,111642,120/122,53.29,N
89,Scizor,H21/H32,9/10,Scizor,Scizor VMAX,SWSH03: Darkness Ablaze,Holofoil,219374,119/189,3.49,N
89,Scizor,H21/H32,9/10,Scizor,Scizor EX (Full Art),XY - BREAKpoint,Holofoil,111564,119/122,21.45,N
89,Scizor,H21/H32,9/10,Scizor,Scizor V,SWSH03: Darkness Ablaze,Holofoil,219373,118/189,1.93,N
89,Scizor,H21/H32,9/10,Scizor,Scizor ex - 111/162,SV05: Temporal Forces,Holofoil,542855,111/162,0.58,N
89,Scizor,H21/H32,9/10,Scizor,Scizor Spirit Link,XY - BREAKpoint,Normal,111639,111/122,0.17,N
89,Scizor,H21/H32,9/10,Scizor,Scizor ex,Unseen Forces,Holofoil,88967,108/115,249.99,N
89,Scizor,H21/H32,9/10,Scizor,Rocket's Scizor ex,Team Rocket Returns,Holofoil,88787,101/109,479.5,N
89,Scizor,H21/H32,9/10,Scizor,Scizor (10),Neo Discovery,1st Edition Holofoil,88956,10/75,138.19,N
89,Scizor,H21/H32,9/10,Scizor,Scizor - 94/149 (Cosmos Holo),Blister Exclusives,Holofoil,227093,094/149,13.93,N
89,Scizor,H21/H32,9/10,Scizor,Scizor,Crown Zenith,Normal,478223,086/159,0.11,N
89,Scizor,H21/H32,9/10,Scizor,Scizor EX - 76/122,Jumbo Cards,Holofoil,131871,076/122,7.62,N
89,Scizor,H21/H32,9/10,Scizor,Scizor,Aquapolis,Normal,88959,032/147,65.19,N
89,Scizor,H21/H32,9/10,Scizor,Dark Scizor,Neo Destiny,1st Edition Holofoil,84652,009/105,596.68,N
89,Scizor,H21/H32,9/10,Scizor,Rocket's Scizor - 4,Best of Promos,Normal,88786,004/009,26.26,N
89,Scizor,H21/H32,9/10,Scizor,Rocket's Scizor - 4 [Winner],Best of Promos,Normal,167081,004/009,55.62,N
90,Nidoking,150/147,9/10,Nidoking,Nidoking (H18),Aquapolis,Holofoil,87692,H18/H32,125.13,N
90,Nidoking,150/147,9/10,Nidoking,Nidoking,FireRed & LeafGreen,Holofoil,87696,8/112,45.44,N
90,Nidoking,150/147,9/10,Nidoking,Nidoking,Triumphant,Holofoil,87699,6/102,7.95,N
90,Nidoking,150/147,9/10,Nidoking,Nidoking (Delta Species),Dragon Frontiers,Holofoil,87701,6/101,21.57,N
90,Nidoking,150/147,9/10,Nidoking,Nidoking,SM - Team Up,Normal,183837,59/181,1.23,N
90,Nidoking,150/147,9/10,Nidoking,Nidoking,Plasma Freeze,Normal,87700,58/116,1.69,N
90,Nidoking,150/147,9/10,Nidoking,Nidoking BREAK,XY - Evolutions,Holofoil,124059,46/108,2.69,N
90,Nidoking,150/147,9/10,Nidoking,Nidoking,XY - Steam Siege,Normal,121134,45/114,0.61,N
90,Nidoking,150/147,9/10,Nidoking,Nidoking,XY - Evolutions,Holofoil,124058,45/108,3.89,N
90,Nidoking,150/147,9/10,Nidoking,Nidoking,Secret Wonders,Normal,87697,34/132,3.14,N
90,Nidoking,150/147,9/10,Nidoking,Nidoking,Rising Rivals,Normal,87698,29/111,5.4,N
90,Nidoking,150/147,9/10,Nidoking,Team Rocket's Nidoking ex - 233/182,SV10: Destined Rivals,Holofoil,633033,233/182,92.03,N
90,Nidoking,150/147,9/10,Nidoking,Team Rocket's Nidoking ex - 217,SV: Scarlet & Violet Promo Cards,Holofoil,653258,217,1.01,N
90,Nidoking,150/147,9/10,Nidoking,Team Rocket's Nidoking ex - 216/182,SV10: Destined Rivals,Holofoil,633016,216/182,3.74,N
90,Nidoking,150/147,9/10,Nidoking,Nidoking - 174/165,SV: Scarlet & Violet 151,Holofoil,517029,174/165,12.98,N
90,Nidoking,150/147,9/10,Nidoking,Nidoking (150),Aquapolis,Holofoil,87695,150/147,483.33,Y
90,Nidoking,150/147,9/10,Nidoking,Team Rocket's Nidoking ex - 119/182,Prize Pack Series Cards,Holofoil,671694,119/182,14.5,N
90,Nidoking,150/147,9/10,Nidoking,Team Rocket's Nidoking ex - 119/182,SV10: Destined Rivals,Holofoil,632927,119/182,0.67,N
90,Nidoking,150/147,9/10,Nidoking,Nidoking - 45/108 (XY Evolutions),Deck Exclusives,Normal,131306,045/108,1.51,N
90,Nidoking,150/147,9/10,Nidoking,Nidoking - 034/165,SV: Scarlet & Violet 151,Holofoil,516024,034/165,0.25,N
90,Nidoking,150/147,9/10,Nidoking,Nidoking,Legendary Collection,Normal,87694,031/110,11.95,N
90,Nidoking,150/147,9/10,Nidoking,Nidoking (24),Aquapolis,Normal,87693,024/147,11.14,N
90,Nidoking,150/147,9/10,Nidoking,Nidoking,Base Set 2,Holofoil,42448,011/130,23.93,N
90,Nidoking,150/147,9/10,Nidoking,Nidoking,Base Set,Holofoil,42351,011/102,34.03,N
90,Nidoking,150/147,9/10,Nidoking,Nidoking,Base Set (Shadowless),1st Edition Holofoil,107006,011/102,360,N
90,Nidoking,150/147,9/10,Nidoking,Giovanni's Nidoking,Gym Challenge,1st Edition Holofoil,85718,007/132,181.96,N
90,Nidoking,150/147,9/10,Nidoking,Nidoking - 6/102 (Cracked Ice Holo),Deck Exclusives,Holofoil,125071,006/102,5.89,N
90,Nidoking,150/147,9/10,Nidoking,Nidoking - 6/102,Deck Exclusives,Normal,125072,006/102,2.44,N
90,Nidoking,150/147,9/10,Nidoking,Code Card - Team Rocket Tin [Team Rocket's Nidoking ex],Miscellaneous Cards & Products,Normal,653229,,0.6,N
91,Blissey,H6/H32,9/10,Blissey,Blissey (H6),Aquapolis,Holofoil,83920,H06/H32,119.99,Y
91,Blissey,H6/H32,9/10,Blissey,Blissey,Aquapolis,Normal,83919,006/147,5.02,N
92,Tyranitar,40/147,6,Tyranitar,Tyranitar (H28),Aquapolis,Holofoil,90114,H28/H32,615.95,N
92,Tyranitar,40/147,6,Tyranitar,Tyranitar,Aquapolis,Normal,90117,040/147,240.89,Y
93,Alakazam,1/165,7/8,Alakazam,Alakazam (33),Expedition,Normal,83500,033/165,10.85,N
